user_id,msisdn,risk_score,high_risk,flag_sms_to_fraud,flag_sms_from_fraud,flag_called_by_fraud,is_international,flag_young_age
gkgZP9KTSU0DsOP1YNZlvA==,kpY1cvvB04iio3ybyNFw0A==,0.35,1,0,0,0,1,1
iot75blvy2x3JNHDfpF2kA==,aK7HDD79ai1LzTwm/uXF2A==,0.35,1,0,0,0,1,1
wgYVyN6tI9VIsZbTHCuP4A==,qeeEeYrZj4GHC4oCf9g7Vg==,0.35,1,0,0,0,1,1
wK4Fzo+7P5BFEx0yPfFlww==,agBjceTLrFw87lFDDmGa1g==,0.305,1,0,0,0,1,0
6fzykWQO49dfADszorwkhA==,PT78Zs+zzanD0N/ZRG5JjQ==,0.35,1,0,0,0,1,1
9oh1r/01x3e1sUjGxzmrpQ==,eUA0+h+L7HrFfjHoMX/GiQ==,0.35,1,0,0,0,1,1
i3CH3iwSZ73VMJ2T0TouFg==,Ga3BIH8DXnBqIkMtcmRS/Q==,0.35,1,0,0,0,1,1
O0kDtoSK4Ci76pu48KNnbw==,UQydoJu13bC13vmw37mRRw==,0.35,1,0,0,0,1,1
vOjM1HQH7JYC1uY7BFvXnQ==,qHKiDM/P0CDWyxmG0yVFPg==,0.35,1,0,0,0,1,1
GKjsRhbIBT0Z+BqWiL4GGw==,IAy3hk0u4Wd60SdzEyOxYg==,0.305,1,0,0,0,1,0
xelW+VJOtgugAW3ip/s2bg==,TIEJcubK9vrCi/r5sMTzeA==,0.35,1,0,0,0,1,1
uUXFYrIdtWvt4A9AoHAOWQ==,AeCFcTK3W+EZrKOFq8ibOg==,0.35,1,0,0,0,1,1
GXM8sr3Syy2YNd2DPMIRPA==,iANPa40R6wT9Q5W9evZQ2w==,0.44999999999999996,1,0,0,0,1,1
bBndWLU+ThDqNSZrU1+WVA==,NCp8Qhe7dSXagBQiQ2fj/A==,0.35,1,0,0,0,1,1
plR3dUs6S6eamGoZe6kHBg==,TBr+9sMjjl5BoYc9jd51Iw==,0.35,1,0,0,0,1,1
ojecLGAXmOiLVhEYxZezqg==,9FP9Q4P9ttNOk8XYFIbagg==,0.35,1,0,0,0,1,1
tMUxqWQCksl/hGudy/3/7g==,vq2S8REEHfjBMB58ypsg0g==,0.305,1,0,0,0,1,0
FsrO0gAOgTo8AslNPUcv6Q==,ibBeSoEp6BtwFV5A21faLA==,0.35,1,0,0,0,1,1
VfgAwuKiMuM1+SM26bOeUA==,hrmwI4Jl5ZTUhvK7Pckqqw==,0.35,1,0,0,0,1,1
8/83s7u+WmSIuCm4kRngLw==,XH90YMFbAPx9O/OGhe/aNQ==,0.35,1,0,0,0,1,1
rcXle64IC6L/DVjJzsLRqw==,2W82C72bDeXeBGNLgx/4/A==,0.35,1,0,0,0,1,1
iStMELVol+57skuDInfaQQ==,I0dAzAZiPVfOMg1Wr+FSmQ==,0.35,1,0,0,0,1,1
C1CzxUGQWAXvAjdV1JTHyQ==,AuM0/f4BFH1H0D2NSIJHMA==,0.305,1,0,0,0,1,0
BXeNDjooCJNrnu6LDSiFlw==,IUPHbzLHHi7BADa/q8PI0w==,0.305,1,0,0,0,1,0
3Llnu+v8J4Fg470sPgu8aQ==,dIpE5dh9n/gCkYliwvh2ug==,0.305,1,0,0,0,1,0
OVE6nnPnyf9N8MZ+kWh52A==,/KEiiQ62kXNFDWKr2XHQHQ==,0.35,1,0,0,0,1,1
o8yimP1NU8KcS3fXbmXkxA==,MsntJU32CywYkYziUlG5Fg==,0.305,1,0,0,0,1,0
cjE37P6Xa7UbUwhkSEdKNA==,xUErYu46XwUrMlejTVl0Yw==,0.305,1,0,0,0,1,0
cR4iiTZeXG4o7DC1S3Lu5w==,NbFkv3QlJDauuBM1aHMfZw==,0.35,1,0,0,0,1,1
+VBcK0t2uLNQ/qA1xKj8Fg==,vrG+ZfgvuE79cBzL/YzySw==,0.305,1,0,0,0,1,0
ckBSMeVuQPYj26xLRpjTRA==,OzBrZkr4MggR9wQfnGOJoQ==,0.405,1,0,0,0,1,0
EkdA8uL1YFxQVmpzsNqrnA==,DkCjV8/cr8QIwqmZiy9v0w==,0.305,1,0,0,0,1,0
EpwxsV7XRz76F6J1f7x7tQ==,toLbE81pJmeA5Nn7qD1gDA==,0.35,1,0,0,0,1,1
fcGl4JvuUvGLRUp0dQV8TQ==,pto9diRPLFG7AX1RBwtLgw==,0.35,1,0,0,0,1,1
xHsqqc1tEBH37Q51zORYLA==,hujzuy+P7alCMhbSilMdhw==,0.35,1,0,0,0,1,1
IdWWdhvdlZCEaIf7DfdTjA==,GfQeL9RXntrDnR8OyFWVSw==,0.305,1,0,0,0,1,0
/mLgLRVLG9UAGhCvbOqldA==,eD8gjdBpdI88wMtlwiOotQ==,0.305,1,0,0,0,1,0
m9iuhBUiVtuo/XyOpFjqyA==,1Qpjtb7nCKbU//xcPnNzBg==,0.35,1,0,0,0,1,1
dZxRQUVZ571dJ/yUjhB7ew==,kD7JGWW/4JE3YZE0IEwdKQ==,0.305,1,0,0,0,1,0
7b78kkzk6wN25LY+RYzp5A==,/a66hgasdhtpzrKx2f90Gw==,0.305,1,0,0,0,1,0
iOcsyhtMOoymsA/QWQ+WMg==,XBaydGZz+udR1DbQd+iNcA==,0.35,1,0,0,0,1,1
KJ+H0Ez9979R5TqrNU4KLw==,Z3bohSRcHO0/nuXaFJcPXw==,0.35,1,0,0,0,1,1
9wCQ43MXdLjA9K4HRYA3EA==,18pMrlUpaYtOauz/t1bFDA==,0.35,1,0,0,0,1,1
0L3VJ38yU8VYu6Cxt+cfpQ==,aSyvc/PALr8T2oi5ktRM8Q==,0.35,1,0,0,0,1,1
uh8pb6Nf5dCF5pIbtmbT2Q==,LUcYnVs8jYe+7XhcV+ZaHw==,0.35,1,0,0,0,1,1
V/X3wtlC3TXQTbvhXCWbow==,dVWUfU/YXG4wI+OYazh/5w==,0.305,1,0,0,0,1,0
hh+QKz1R+iqyTlGECQvMXw==,6uJvIjyFMJrwu7e/Imbpmg==,0.35,1,0,0,0,1,1
+UMxIBds35BL5ErDAoUIrw==,d3yR/7XjjUqvciueAV2/Fg==,0.35,1,0,0,0,1,1
dStc5piYM6F4ENfv/uFqOA==,amqp3C/iKj9DXsu5/i463w==,0.305,1,0,0,0,1,0
ipGb81vMzYvgInEtLPulkQ==,bzruzY3hNIC1mVGXGEJyXw==,0.35,1,0,0,0,1,1
zlpYytuSnyuYLzfhjWmjYg==,axGaz6vGCfuJ6xK96ekUXQ==,0.35,1,0,0,0,1,1
JdrAweau7EGWXuErSwpZVA==,SG/0jcnZTuT3xGcTH4/QLw==,0.35,1,0,0,0,1,1
1NUAky7ntYLp7kZD8MmBhw==,2xRSfbXFHEfQw1XXw4wOEg==,0.35,1,0,0,0,1,1
gNGB8/voaoQGho3mQkV4fQ==,0m/zfhHmbt4xK384mATKgA==,0.305,1,0,0,0,1,0
mokty5XwLn6njxrYoqvHlA==,p4D6huU09FruGozLEXZPIQ==,0.35,1,0,0,0,1,1
s+ciyORc7ss7QOumWaaqNw==,cTgyhYv5o073nHHWVLOY9A==,0.35,1,0,0,0,1,1
upLc/zrs1ss6bLehZEn72A==,gZHWJfGnYg1zXgiCxaAL9w==,0.35,1,0,0,0,1,1
DrWTVoy9HQG27YQpaZeZfg==,vU4orJI144PeYnsDYL0QyQ==,0.305,1,0,0,0,1,0
w1dYJnqNdLcxNNf+BSRh5A==,0qHQZPQqH6CJlKbszUhEHQ==,0.35,1,0,0,0,1,1
8WRibVqf4AyYLH9rRp+IDw==,80Ij37FReFWZd4LV9y9uUA==,0.35,1,0,0,0,1,1
pZuS9hW5E9CzNSFMBbhNxQ==,LQnoK85K+BUEuYvYdaqDsw==,0.35,1,0,0,0,1,1
q5zK+k66Rhlr8WS7gxcjjQ==,SoneQhxbQ+zzq8tCRqTruA==,0.305,1,0,0,0,1,0
H4/yyN0H+qnlcfG2lMok3Q==,wLr9J+rCuVvXHhxPmrk5wQ==,0.35,1,0,0,0,1,1
X6HX1j1Wbc8y5kptCoklqQ==,DAQyarOAJxF5TaerLdTerw==,0.305,1,0,0,0,1,0
d86impSX9CzEMFn+0Vs1EA==,CSSlsWFx7xt14wKQ2U+GSw==,0.35,1,0,0,0,1,1
P+lydPq7/cNYJH5Wt7WaGw==,xwsZthXGwtsj/IGTrOW7eQ==,0.305,1,0,0,0,1,0
YTvywdaC9O4tAUnVsQcgaQ==,X7gA/5ystaYuCHiIxuIbFA==,0.305,1,0,0,0,1,0
tWQVawLvUNKfd6L0b8sMXA==,2p4Z0aTysuv5eWqopA+/xQ==,0.305,1,0,0,0,1,0
eECuEmPdBSjEY7efbxQOOQ==,ZqGCrAuHMLAav+9I2PNdHg==,0.35,1,0,0,0,1,1
b47iFbPZPhu5Z07M2t40AA==,/g5OHUYssH3zN+Z2zEsVLA==,0.305,1,0,0,0,1,0
RHjFSg683K+AAv+4f4rHVQ==,4EGqLc2qKvjfOJSr9FHj1Q==,0.35,1,0,0,0,1,1
yvH8ZhfkaPK31bbnH9fB7g==,Pqs4bK2zN8Yz9+ISHBI4Xw==,0.35,1,0,0,0,1,1
n0gmSC79ECyh8a10TWk6Tw==,5x5IfOIB31cwDdKJpfbJoQ==,0.35,1,0,0,0,1,1
94Rf9+lL9JUoOcQYK3thMg==,1zaxWt91vL+7Qh6g86JvZw==,0.35,1,0,0,0,1,1
5kevZCDn2UqYnLdAOXL0Iw==,77LlGI0KXvEY8eLyAJpcOQ==,0.35,1,0,0,0,1,1
9tvsrqfCGz+HOpP928H4jg==,pnOabCV28LuTFVEUY+zS6Q==,0.305,1,0,0,0,1,0
MGKgtxukcwAM+tcYtPS6kA==,ANP/mydBHnztfKo9WL/mKw==,0.35,1,0,0,0,1,1
9F7cHfV21gwZmTkebLfLYA==,CLXLhXsK2FxZbhAFkVpb3g==,0.35,1,0,0,0,1,1
NhtFCzXBRBfqP8yS5p0/EA==,LjUvPFHO29z36e5oNzNJEQ==,0.305,1,0,0,0,1,0
R0YqWB3nIp1Q2V7OpuOKow==,tOs4zGiTP9CJOmdVHyhZ0Q==,0.305,1,0,0,0,1,0
8BLlbfwGGqL1Ank41ypm2g==,gZql8aOnFwVBkIJqmgp7UQ==,0.35,1,0,0,0,1,1
cYLbASyIll87+tZrSZbJpQ==,0BCvi54Kp6vrvfTKewwaaQ==,0.305,1,0,0,0,1,0
q0C6m+vmnZ76amUGyHmE2g==,inQTSuMxBpslFjVOW8jc0A==,0.305,1,0,0,0,1,0
WU4JoVE4Tah+BqARJGo7gQ==,UFkL39XvPMQm2J6KwH6ORA==,0.305,1,0,0,0,1,0
vBlENue6TfckYblovpKfbQ==,VeEbkirQbZkmYafhovZ78Q==,0.35,1,0,0,0,1,1
VFVbcW+SFL1O/e3/TSaRFA==,TXgfxJsod9Zi9KUB9TGwOg==,0.305,1,0,0,0,1,0
eE/nWvKApVYeqwYJhHAeGA==,9aA0zr2sG01F6haXs/sMZg==,0.35,1,0,0,0,1,1
Qw/2AG/eVR/TFYeTSYXbJQ==,905Grfo9SjpDVR5UEe+ltg==,0.305,1,0,0,0,1,0
j2liyENgI2prE/5vuLkEbw==,CDbXF9eSXeWIq3lJRZ0xFA==,0.35,1,0,0,0,1,1
dnR0VclwS4Zd9+C3lJ+n1g==,BEYwmPTV6odEbC3e0nWMAw==,0.305,1,0,0,0,1,0
/ylLfR42IwMT3af9K5k/Tg==,TkEoU+3kS/29tVnESgsAtg==,0.305,1,0,0,0,1,0
//x1djhTMLlYZHEB+mlSzw==,6d6wHnRKiqaVv2oHpiR8jg==,0.35,1,0,0,0,1,1
fMCuCtNFS5wRb+m4ELdT1Q==,AvcEoqNc8IjIKKKC2h9BZw==,0.305,1,0,0,0,1,0
FaRe4nf6/AU5UhWh06sqxw==,BdY2zmps3OPKFvlsM3A5CQ==,0.305,1,0,0,0,1,0
1l9odSE0f/2FKV5sD/MTyA==,4C2redbUY+fDS0DBr+PV7g==,0.35,1,0,0,0,1,1
tqLm6ML6SLtdA4nZ7xGSgQ==,PrzR9LS9STWt6CSpe+b7Sw==,0.35,1,0,0,0,1,1
BHRryz/IW/6q+A1cJvMv2Q==,wqp0zFYxfvmRKpAZHTdRxg==,0.35,1,0,0,0,1,1
aAxzslmmlnDjBI/VuaWcDg==,rYEQjS1B9vE7cFUvtT2GkA==,0.305,1,0,0,0,1,0
87GnUaOEIGQ+h9t+N1g4rQ==,PR/ClYCZsGxI0NzyWNQmNA==,0.305,1,0,0,0,1,0
Tg9MWEkEi8Q9EKGFUg5mLQ==,ZvOooIWSQXtOV4KYpnsvDA==,0.305,1,0,0,0,1,0
txK6Lpj3m79+LVdlbGnF3w==,ucarGRtLHquBwC711nP/FA==,0.305,1,0,0,0,1,0
wecvTuk84cQVrJZNPntz+Q==,KOt+srlE2ufc4pDcBaGUzg==,0.305,1,0,0,0,1,0
f+NXptQo47M7Jgqs+RtKxA==,jk2Qz9SCOD/k4V3WIvVUCQ==,0.305,1,0,0,0,1,0
Pczxl8xrH3M1KgpC/kirug==,jb8YmeLu1inSKPbsseIdhw==,0.35,1,0,0,0,1,1
aZYQTgXas9dUh8obTQGI5g==,CGd74yval1H8L6LZRD5Bww==,0.305,1,0,0,0,1,0
yaAt6XkxROMHdnwdHk3AqA==,oI3s4WPXQ7sZW8Es7rxqVw==,0.35,1,0,0,0,1,1
ILysHAsGa7LXtsR4+e8Ngw==,rD/NYzP8kXtW3ZibRjXd7A==,0.305,1,0,0,0,1,0
80V2+jUlmubT0AgtKyj00Q==,c/wIc/qsqZdc0CSIrnVF3Q==,0.35,1,0,0,0,1,1
LYKh9IoV8bQ+T8WEI5dpAw==,He6w+JxPlu+3v3mVlLobjg==,0.35,1,0,0,0,1,1
fPnTQ61FmE50Xb3xu8pacQ==,Di3jqDkTxo6glBr9uhw8kg==,0.35,1,0,0,0,1,1
6iLGwEzmdfCf7IZrW+9UwA==,k26xCvu2zVxJ/FmrjerKJg==,0.35,1,0,0,0,1,1
nG5KpQYqSjZtMUv0lBiXQg==,729cdGpC5/QcqwGrN8rZiQ==,0.305,1,0,0,0,1,0
6mhURPmzpb2k6KfnllImpg==,MoOFJOspBYS+g4zYxRbWew==,0.35,1,0,0,0,1,1
h37lA4vKxlkZ0K+k/i0YNA==,EwIm//9g9Mb2PLD5CIPdOQ==,0.35,1,0,0,0,1,1
NM1SgAcpmslDQbs8LeOvYQ==,VG7zDEbU8yScspEFOLK5YA==,0.305,1,0,0,0,1,0
BRNU6NQHUGLCz7tGYTI+BQ==,6+Rz8o3gpq4qivvWxJOc8A==,0.305,1,0,0,0,1,0
xI1WsfwtgdWznL1gEu3qsA==,lMvZKDdH1c1uNxPKYNTcqg==,0.35,1,0,0,0,1,1
JyGwwTUC/SGgst1T2p1Q/Q==,J4kd7N6kn4n39hDINoXxVw==,0.35,1,0,0,0,1,1
1Z0VWGTCstM9SN1Sohc1Bg==,1p2xnBPjLWc6ID4+erohyA==,0.305,1,0,0,0,1,0
CiBmo752TodjIYgkatBQpg==,HYFNGFdjMXyBZkbAKidBTg==,0.305,1,0,0,0,1,0
/xzsbJyF1k/NdoJbU9gLnQ==,MN6ZZSksYWTMG+6hKaVWdw==,0.35,1,0,0,0,1,1
7crBahlU//RyiZgmy50Pdw==,r/xb8qNN89mVTvU8bYqvgw==,0.35,1,0,0,0,1,1
0n1ilC/piO2ijrgavG+nCA==,9FXOVrzBuOejrhHaJ6r25A==,0.35,1,0,0,0,1,1
Tybh1MOQz6Eq0vWruvtdNg==,uh/hQ3b71yF89uraMa490w==,0.305,1,0,0,0,1,0
31Vv73+05+MDmhniCGqI+g==,sSSIXUcJJimpMd71qS0zbg==,0.35,1,0,0,0,1,1
wNG1Uz1VlFuXFKgsDBpwzQ==,rectL0ipqzfF4RonmwJl+Q==,0.305,1,0,0,0,1,0
4s8Vzh883wxVwfzuvv78rQ==,KPyLp6G+HxbzXCDjXn+XMw==,0.7500000000000001,1,0,0,1,1,1
1YGhWVzoP/Xv0tkrlRWxKA==,l1iXz4RYB24Oyo07Djc7lQ==,0.35,1,0,0,0,1,1
KHHdhuoh/6C2tjHnHhfm3A==,IW496efLYmoBKy/Dxk49cA==,0.305,1,0,0,0,1,0
YdNeIY9j0jMfEQXV4ShkJQ==,EYQfkizfWtZtpHo1y0jZmA==,0.35,1,0,0,0,1,1
att/AzdYRc0Hf84HEg5dwQ==,AZvmzpaSm7L+RXvNuiutQw==,0.35,1,0,0,0,1,1
pcv52VqXWwrRkeu8QJWvtw==,oXA82U1LAdbNAtYwvA9aDQ==,0.305,1,0,0,0,1,0
tiBDpkeZDSedynvuxJnn6Q==,a+tFd8OOB42+kTGXK7d0rg==,0.305,1,0,0,0,1,0
pe0bk+1EogDYuX9NaqhwCw==,BkN2cqe99WXYM7n76bjnwA==,0.305,1,0,0,0,1,0
9TASoCx5l7aEGjoeycSuVA==,+RUh4VFif1CCGre7CvX6ZQ==,0.305,1,0,0,0,1,0
UAXDkZ8J9PlhizrqGz+Q1Q==,JW9HZ3Hj9jmLjVrVyl/+tA==,0.305,1,0,0,0,1,0
4wugvNL7BGKakxdh0CDVMw==,pNVam1KEutr49HienlrpIQ==,0.305,1,0,0,0,1,0
rWRLNXz4kJ1blEHmJxSlHg==,JsP36mRgSDLh9qpBaIReHA==,0.305,1,0,0,0,1,0
9niDAxi3c/JtVWaOu2y6Jw==,BQCE5B8dOSto0+5irnOQyA==,0.305,1,0,0,0,1,0
aiRJcQj92dV+EFL/gkGTxQ==,I3eHc7gy9BFBj13pGS/FDQ==,0.305,1,0,0,0,1,0
76WZ7Ba/fq29F+OhFsV0Sg==,SQNZq8H5prWEKwoQnp1GAw==,0.305,1,0,0,0,1,0
8Qr1K6w5q1/XuNmB7Wa6Dw==,/YEHPghnv5vNj54q8NR2nQ==,0.35,1,0,0,0,1,1
nCTC2MH3V66rE4UtKjCg8Q==,hiImdqbbYnw1r67GLaemRg==,0.305,1,0,0,0,1,0
CrCnybROdwA7qrsyNIVlBA==,ub0X0InAeWhlYvBFO8qxig==,0.35,1,0,0,0,1,1
qMPp7zB/1zV6jtVNVt5Rsg==,RnbIEd1vrk3aEgQHBRC+VQ==,0.35,1,0,0,0,1,1
C3K4Qf0hY6Rp9nMk5OO1vw==,RIqu9j0LIbT3iLNREYDFiA==,0.35,1,0,0,0,1,1
H2tQuH8TLuZxW6WVKXlZbw==,d+Yr31EVhyaZlqbNx7/4wg==,0.305,1,0,0,0,1,0
+sBNx31LBhf900/ezK/MBA==,/AjN2debSU4oFU38j6l1Ag==,0.35,1,0,0,0,1,1
GJSyl85qhuJSXHN3vAD1Yg==,bp1lIwSNBl33xDCQGxSMUQ==,0.305,1,0,0,0,1,0
uDop4xe0kqLgRpNyLgfSqQ==,R+W8TiwtTgQaCwF84s2X7w==,0.35,1,0,0,0,1,1
Mp9Bs6O1TbY0Myg4Th1/BA==,Mhm12dwt4gmR3IwwlkIi8A==,0.35,1,0,0,0,1,1
9Wxba+vyrsrfHy9gJsFVSQ==,Ot2/l4f8mdKDOaLs4Vb8Wg==,0.305,1,0,0,0,1,0
C8rR5W7CfGuWBeIVJf+z2w==,i8U139LVWIAUqaLJW1KZ/g==,0.305,1,0,0,0,1,0
0MxvyCvHn+B4WFXEyRgg0g==,T3W5Gep8BRLpMLbbUfOzaQ==,0.35,1,0,0,0,1,1
T+bG90csiMWhUEJ38dWTLg==,+WycUKyE8JrOwJUyo1Tw4Q==,0.35,1,0,0,0,1,1
qoz024WcIleW+UT++sx6NA==,4i2RJ+o7CasJFq8zaCDwjw==,0.305,1,0,0,0,1,0
